hhid,commid,wave,region,urban_rural,hh_size,dwelling_size,drinking_water_source,pay_for_drinking_water,toilet,bicycle,motorcycle,car,bw_tv,color_tv,washing_machine,refrigerator,air_conditioner,sewing_machine,electric_fan,wall_clock,camera,microwave,electric_cooking_pot,pressure_cooker,computer,telephone,dvd,cellphone,satellite_dish
432202019,432202,2000,43,rural,4,,house_tap,1,0,1,1,0,0,1,1,1,0,0,1,,0,0,0,1,0,1,0,,
432202019,432202,2004,43,rural,2,,yard_tap,1,0,0,1,0,0,1,1,0,0,0,1,,0,0,1,1,0,1,0,0,
432202019,432202,2006,43,rural,4,,yard_tap,0,1,0,0,0,0,1,1,1,0,0,1,,0,0,0,1,0,1,0,0,0
432202019,432202,2009,43,rural,,450,house_tap,0,1,0,0,1,,1,1,1,1,0,1,,0,0,1,1,1,1,1,1,0
432202019,432202,2011,43,rural,,200,house_tap,1,1,0,1,0,,1,1,1,0,1,1,,0,0,1,1,0,1,0,1,0
432202020,432202,1989,43,rural,4,60,house_tap,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
432202020,432202,1991,43,rural,4,50,house_tap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
432202020,432202,1993,43,rural,4,,house_tap,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,
432202020,432202,1997,43,rural,3,,yard_tap,0,0,1,0,0,0,1,0,1,0,0,1,,0,0,0,1,0,0,,,
432202020,432202,2000,43,rural,3,,yard_tap,1,0,1,0,0,0,1,1,1,,,1,,0,0,0,1,0,0,0,,
432202020,432202,2004,43,rural,2,,house_tap,1,0,0,0,0,1,1,1,0,0,1,1,,0,0,1,1,0,0,0,0,
432202020,432202,2006,43,rural,3,,yard_tap,0,0,0,1,0,0,1,1,1,0,0,1,,0,0,0,1,0,0,1,1,0
432202020,432202,2009,43,rural,,120,house_tap,0,0,0,1,0,,1,1,0,0,0,1,,0,0,1,1,0,0,0,1,0
432202020,432202,2011,43,rural,,60,house_tap,1,1,0,0,0,,1,0,0,0,0,1,,0,0,1,0,0,0,0,0,0
432202041,432202,1997,43,rural,4,80,house_tap,0,0,0,0,0,0,1,1,1,0,0,1,,0,0,0,1,0,0,,,
432202041,432202,2000,43,rural,4,140,yard_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,1,0,1,1,,
432202041,432202,2004,43,rural,4,,house_tap,1,0,1,1,0,0,1,1,1,1,0,1,,1,1,1,1,0,1,1,1,
432202041,432202,2006,43,rural,4,,yard_well,0,1,0,0,0,0,1,1,1,1,0,1,,0,0,0,1,0,0,1,1,0
432202041,432202,2009,43,rural,,150,yard_tap,1,1,0,0,0,,1,1,1,0,0,1,,0,0,1,1,0,0,0,1,0
432202042,432202,1997,43,rural,5,160,yard_tap,0,1,1,1,0,0,1,1,1,0,1,1,,0,0,0,1,0,1,,,
432202042,432202,2000,43,rural,5,160,house_tap,1,0,0,1,0,0,1,1,1,0,1,1,,0,0,0,1,0,1,1,,
432202042,432202,2004,43,rural,4,,yard_tap,1,0,1,0,0,1,1,1,1,0,0,1,,0,0,1,1,0,1,1,1,
432202042,432202,2006,43,rural,5,,yard_tap,0,0,0,1,0,0,1,1,1,0,0,1,,1,0,1,1,0,1,0,1,0
432202042,432202,2009,43,rural,,160,yard_tap,0,1,1,1,0,,1,1,1,0,1,1,,0,0,1,1,0,0,1,1,0
432202042,432202,2011,43,rural,,140,yard_well,0,1,0,1,0,,1,1,1,1,0,1,,0,1,1,1,0,0,1,1,0
432202081,432202,2004,43,rural,3,,house_tap,1,0,1,0,0,1,1,0,0,0,0,1,,0,0,0,1,0,0,0,0,
432202101,432202,2006,43,rural,4,,yard_well,0,0,1,0,0,0,1,1,0,0,1,1,,0,0,1,1,0,0,1,1,0
432202101,432202,2009,43,rural,,30,house_tap,1,0,1,0,0,,1,1,0,0,1,1,,0,0,1,1,0,0,0,1,0
432202101,432202,2011,43,rural,,40,other,0,0,1,0,0,,1,1,1,0,0,1,,0,0,1,1,0,0,0,1,0
432202121,432202,2009,43,rural,,660,house_tap,1,1,0,1,0,,1,1,1,0,1,1,,1,0,1,1,0,0,1,1,0
432202121,432202,2011,43,rural,,200,house_tap,1,1,0,1,0,,1,1,1,0,1,1,,0,0,1,1,0,0,1,1,0
432202122,432202,2009,43,rural,,480,house_tap,1,1,0,0,0,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1
432202122,432202,2011,43,rural,,560,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,0,1,1,0,0,1,1,0
432202123,432202,2009,43,rural,,290,yard_well,,1,0,1,0,,1,1,1,0,0,1,,0,1,1,1,1,1,1,1,0
432202123,432202,2011,43,rural,,300,yard_well,0,0,0,1,0,,1,1,1,0,0,1,,0,0,1,1,1,0,1,1,0
432202124,432202,2009,43,rural,,180,house_tap,1,1,0,1,0,,1,1,1,1,0,1,,0,0,1,1,1,1,1,1,0
432202124,432202,2011,43,rural,,54,yard_well,0,1,1,0,0,,1,1,1,1,0,1,,1,1,1,1,1,0,0,1,1
432202125,432202,2009,43,rural,,400,yard_well,0,1,0,1,0,,1,1,1,0,1,1,,0,0,1,1,0,0,1,1,1
432202125,432202,2011,43,rural,,200,house_tap,1,1,0,0,0,,1,1,1,0,1,1,,0,0,1,1,0,0,1,1,0
432203001,432203,1989,43,rural,4,130,other,0,0,1,0,0,1,0,0,0,0,1,1,0,0,,,,,,,,
432203001,432203,1991,43,rural,4,170,other,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,,,,,
432203001,432203,1993,43,rural,4,,yard_well,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,,,,,
432203001,432203,1997,43,rural,4,460,house_tap,1,1,1,0,0,1,0,1,0,0,1,1,,0,0,1,1,0,0,,,
432203001,432203,2000,43,rural,4,,house_tap,1,1,1,0,0,1,0,1,1,0,1,1,,1,0,1,1,0,1,0,,
432203001,432203,2004,43,rural,2,,house_tap,1,1,1,0,0,1,1,1,1,0,1,1,,0,0,1,1,0,1,0,1,
432203001,432203,2006,43,rural,2,,house_tap,1,1,0,1,0,0,1,1,1,1,1,1,,0,0,1,1,0,1,1,1,0
432203001,432203,2009,43,rural,,120,house_tap,1,0,0,0,0,,1,1,1,1,1,1,,0,0,1,1,0,0,0,1,0
432203001,432203,2011,43,rural,,130,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,0,1,1,0,1,0,1,0
432203002,432203,1989,43,rural,4,120,other,0,0,1,0,0,1,0,1,0,0,1,1,0,0,,,,,,,,
432203002,432203,1991,43,rural,4,240,other,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,,,,,
432203002,432203,1993,43,rural,4,,other,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,,,,,
432203002,432203,1997,43,rural,6,300,house_tap,1,0,1,1,0,1,1,1,1,0,1,1,,1,0,1,1,0,1,,,
432203002,432203,2000,43,rural,4,200,house_tap,1,0,0,0,0,1,1,1,1,0,1,1,,0,0,0,1,0,1,0,,
432203002,432203,2009,43,rural,,600,house_tap,1,0,0,0,0,,1,1,1,0,0,1,,0,0,1,1,0,0,0,0,0
432203002,432203,2011,43,rural,,150,house_tap,1,1,0,0,0,,1,1,1,0,0,1,,0,0,1,1,0,1,1,1,0
432203003,432203,1989,43,rural,4,98,other,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,
432203003,432203,1991,43,rural,4,80,other,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,
432203003,432203,1993,43,rural,4,,yard_tap,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,,,,
432203003,432203,1997,43,rural,4,280,house_tap,1,1,0,0,0,1,0,0,0,0,1,1,,0,0,1,0,0,0,,,
432203003,432203,2000,43,rural,4,350,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,0,1,0,1,0,,
432203003,432203,2004,43,rural,3,,house_tap,1,1,0,0,0,1,0,0,1,0,1,1,,0,0,0,1,0,0,0,0,
432203003,432203,2006,43,rural,3,,house_tap,1,1,0,0,0,0,1,0,1,0,1,1,,0,0,1,1,0,0,0,1,0
432203003,432203,2009,43,rural,,300,house_tap,1,0,0,0,0,,1,1,1,0,0,1,,0,0,1,1,0,0,0,1,0
432203003,432203,2011,43,rural,,300,house_tap,1,0,0,0,0,,1,0,1,0,0,1,,0,0,1,0,0,0,0,1,0
432203004,432203,1989,43,rural,3,65,other,0,0,1,0,0,1,0,0,0,0,1,1,0,0,,,,,,,,
432203004,432203,1991,43,rural,4,100,other,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,
432203004,432203,1993,43,rural,4,,yard_tap,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,,,,
432203004,432203,1997,43,rural,4,320,house_tap,1,1,0,0,0,1,0,0,0,0,0,1,,0,0,0,1,0,0,,,
432203004,432203,2000,43,rural,4,,house_tap,1,1,0,0,0,1,0,0,0,0,0,1,,0,0,0,1,0,0,0,,
432203004,432203,2004,43,rural,4,,house_tap,1,1,0,0,0,1,0,0,0,0,0,1,,0,0,0,1,0,0,0,1,
432203004,432203,2006,43,rural,3,,house_tap,1,1,1,0,0,1,1,1,1,0,0,1,,0,0,1,1,0,0,1,1,0
432203004,432203,2009,43,rural,,80,house_tap,1,0,0,0,0,,1,1,1,0,0,1,,0,0,1,1,0,0,0,1,0
432203004,432203,2011,43,rural,,200,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,0,1,1,0,1,1,1,1
432203005,432203,1989,43,rural,2,60,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
432203005,432203,1991,43,rural,2,20,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
432203005,432203,1993,43,rural,2,,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
432203005,432203,1997,43,rural,2,30,house_tap,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,
432203005,432203,2000,43,rural,2,,yard_tap,1,1,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,,
432203005,432203,2004,43,rural,1,,house_tap,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
432203006,432203,1989,43,rural,6,6,other,0,0,1,0,1,0,1,1,0,0,1,1,0,0,,,,,,,,
432203006,432203,1991,43,rural,6,128,other,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,,,,,
432203006,432203,1993,43,rural,6,,other,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,,,,,
432203006,432203,1997,43,rural,6,480,house_tap,1,1,0,0,0,0,1,1,1,0,1,1,,0,0,1,1,0,1,,,
432203006,432203,2000,43,rural,6,,house_tap,1,1,0,0,0,0,1,1,1,0,1,1,,0,0,0,1,0,1,1,,
432203006,432203,2006,43,rural,2,480,house_tap,1,1,0,0,0,0,1,1,1,1,1,1,,0,0,1,1,0,0,0,1,0
432203006,432203,2009,43,rural,,420,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,0,1,1,1,0,1,1,0
432203006,432203,2011,43,rural,,500,house_tap,1,1,0,1,0,,1,1,1,1,1,1,,1,1,1,1,1,0,1,1,0
432203007,432203,1989,43,rural,3,48,other,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,
432203007,432203,1993,43,rural,3,,other,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,,,,,
432203007,432203,1997,43,rural,3,80,yard_tap,1,0,0,0,0,1,1,1,0,0,0,1,,0,0,0,1,0,0,,,
432203007,432203,2000,43,rural,3,100,house_tap,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,0,0,,
432203007,432203,2004,43,rural,2,,house_tap,1,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,0,
432203007,432203,2006,43,rural,2,,house_tap,1,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,0,0
432203007,432203,2009,43,rural,,120,house_tap,1,0,0,0,0,,1,1,1,0,0,1,,0,0,1,1,0,0,0,1,0
432203007,432203,2011,43,rural,,120,house_tap,1,0,0,0,0,,1,1,1,0,0,1,,0,0,1,1,0,0,0,1,0
432203008,432203,1989,43,rural,5,40,other,0,0,1,0,0,1,0,0,0,0,1,1,0,0,,,,,,,,
432203008,432203,1991,43,rural,5,200,other,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,
432203008,432203,1993,43,rural,8,,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,
432203008,432203,1997,43,rural,1,120,house_tap,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,
432203008,432203,2000,43,rural,1,,house_tap,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,
432203008,432203,2011,43,rural,,400,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,1,1,1,1,1,1,1,1,0
432203009,432203,1989,43,rural,6,108,other,0,0,1,0,0,1,0,1,0,0,1,1,0,0,,,,,,,,
432203009,432203,1991,43,rural,6,180,other,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,,,,,
432203009,432203,1993,43,rural,6,,house_tap,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,,,,,
432203009,432203,1997,43,rural,5,,house_tap,,1,1,0,0,0,1,0,1,0,1,1,,0,0,1,1,0,1,,,
432203009,432203,2000,43,rural,7,,house_tap,1,1,1,1,0,0,1,1,1,0,1,1,,0,0,1,1,0,1,1,,
432203009,432203,2004,43,rural,4,,house_tap,1,1,0,1,0,0,1,1,1,0,0,1,,0,0,0,1,0,0,1,1,
432203009,432203,2006,43,rural,6,,house_tap,1,1,1,0,0,1,1,1,1,0,0,1,,0,0,1,1,0,0,0,1,0
432203009,432203,2009,43,rural,,500,house_tap,1,1,0,1,0,,1,1,1,1,1,1,,0,0,1,1,0,0,1,1,0
432203009,432203,2011,43,rural,,90,house_tap,1,1,0,0,0,,1,1,0,0,0,1,,0,0,1,1,0,0,0,1,0
432203010,432203,1989,43,rural,2,0,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
432203010,432203,1993,43,rural,2,,,,0,,,,,,,,,,,,,,,,,,,,
432203010,432203,2000,43,rural,2,,house_tap,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,
432203010,432203,2004,43,rural,2,,house_tap,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,
432203010,432203,2006,43,rural,2,,house_tap,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
432203010,432203,2009,43,rural,,90,house_tap,1,0,0,0,0,,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0
432203010,432203,2011,43,rural,,120,house_tap,1,0,0,0,0,,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0
432203011,432203,1989,43,rural,5,300,other,0,0,1,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,
432203011,432203,1991,43,rural,5,280,other,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,,,,
432203011,432203,1993,43,rural,5,,other,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,,,,,
432203011,432203,1997,43,rural,5,180,house_tap,1,1,0,0,0,0,1,1,0,0,0,1,,0,0,1,0,0,0,,,
432203011,432203,2000,43,rural,5,,house_tap,1,0,0,0,0,1,1,0,0,0,1,1,,0,0,1,1,0,1,1,,
432203011,432203,2004,43,rural,3,,house_tap,1,1,0,0,0,0,1,0,1,0,1,1,,1,0,1,1,0,1,1,1,
432203011,432203,2006,43,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,1,0,1,,0,1,1,1,1,0,0,1,0
432203011,432203,2009,43,rural,,240,house_tap,1,1,1,0,0,,1,1,1,1,1,1,,0,0,1,1,1,0,1,1,0
432203011,432203,2011,43,rural,,200,house_tap,1,1,0,1,1,,1,0,1,1,0,1,,0,0,1,1,0,0,0,1,0
432203012,432203,1989,43,rural,2,100,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
432203012,432203,1991,43,rural,2,80,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
432203012,432203,1993,43,rural,2,,other,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
432203012,432203,1997,43,rural,2,100,yard_tap,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,
432203012,432203,2000,43,rural,2,,house_tap,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,,
432203012,432203,2004,43,rural,2,,house_tap,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,
432203012,432203,2006,43,rural,1,,house_tap,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
432203013,432203,1989,43,rural,4,100,other,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,
432203013,432203,1993,43,rural,5,,other,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,,,,
432203013,432203,1997,43,rural,5,80,house_tap,1,1,0,0,0,1,0,1,0,0,0,1,,0,0,0,1,0,0,,,
432203013,432203,2000,43,rural,5,40,house_tap,1,0,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,,
432203013,432203,2004,43,rural,3,,house_tap,1,1,1,0,0,0,1,0,0,0,0,1,,0,0,1,1,0,0,1,1,
432203013,432203,2006,43,rural,5,500,house_tap,1,1,1,0,0,0,1,1,1,0,0,1,,0,0,1,1,0,1,1,1,0
432203013,432203,2009,43,rural,,500,house_tap,1,1,0,1,0,,1,1,1,1,0,1,,0,0,1,1,1,1,1,1,0
432203013,432203,2011,43,rural,,400,house_tap,1,1,0,1,0,,1,1,1,1,0,1,,0,0,1,1,1,0,1,1,0
432203014,432203,1989,43,rural,5,260,other,0,0,1,0,0,1,0,1,0,0,0,1,0,0,,,,,,,,
432203014,432203,1991,43,rural,7,160,other,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,,,,,
432203014,432203,1993,43,rural,2,,other,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,,,,,
432203014,432203,1997,43,rural,2,120,house_tap,1,1,0,0,0,1,0,1,0,0,0,1,,0,0,1,0,0,0,,,
432203014,432203,2000,43,rural,2,,house_tap,1,1,0,0,0,0,1,1,0,0,0,1,,0,0,0,1,0,0,0,,
432203014,432203,2004,43,rural,2,,house_tap,1,1,0,0,0,0,1,1,0,0,0,1,,0,0,1,0,0,0,0,0,
432203014,432203,2006,43,rural,2,,house_tap,1,1,0,0,0,0,1,1,0,0,0,1,,0,0,1,1,0,1,0,0,0
432203014,432203,2009,43,rural,,150,yard_tap,1,1,0,0,0,,1,1,1,0,0,0,,0,0,1,1,0,0,0,1,0
432203014,432203,2011,43,rural,,120,house_tap,1,1,0,0,0,,1,1,1,0,0,1,,0,0,1,0,0,1,0,1,0
432203015,432203,1989,43,rural,5,0,other,0,0,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,
432203015,432203,1991,43,rural,5,140,other,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,,,,,
432203015,432203,1993,43,rural,4,,yard_well,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,,,,,
432203015,432203,1997,43,rural,5,180,yard_tap,0,0,1,0,0,0,1,1,1,0,0,1,,0,0,1,0,0,0,,,
432203015,432203,2000,43,rural,5,250,house_tap,0,1,0,0,0,1,1,1,1,,1,1,,,,,,,,,,
432203015,432203,2004,43,rural,2,,yard_well,0,1,0,0,0,1,1,1,1,0,1,1,,0,0,1,1,0,1,0,0,
432203015,432203,2006,43,rural,2,,yard_well,0,1,1,0,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,1,0,1
432203015,432203,2009,43,rural,,130,house_tap,1,0,0,0,0,,1,1,1,0,0,1,,0,0,1,1,0,0,0,0,0
432203015,432203,2011,43,rural,,999,house_tap,0,1,0,0,0,,1,1,1,0,0,1,,0,0,0,1,0,1,0,1,0
432203016,432203,1989,43,rural,2,54,other,0,0,1,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,
432203016,432203,1991,43,rural,3,80,other,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,
432203016,432203,1993,43,rural,3,,other,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,,,,
432203016,432203,1997,43,rural,3,360,house_tap,1,1,0,0,0,0,0,0,0,0,1,1,,0,0,1,1,0,0,,,
432203016,432203,2000,43,rural,3,400,house_tap,1,1,1,0,0,0,1,1,0,0,1,1,,0,0,0,1,0,0,0,,
432203016,432203,2004,43,rural,2,,house_tap,1,1,1,0,0,0,1,1,0,0,0,1,,0,0,1,1,0,0,1,0,
432203016,432203,2006,43,rural,3,,house_tap,1,1,1,0,0,0,1,1,0,0,0,1,,0,0,1,1,0,0,0,1,0
432203016,432203,2009,43,rural,,150,house_tap,1,1,0,0,0,,1,1,1,0,0,1,,0,0,1,1,0,0,1,1,0
432203016,432203,2011,43,rural,,80,house_tap,1,1,0,0,0,,1,1,1,0,0,1,,0,0,1,0,0,0,0,1,0
432203017,432203,1989,43,rural,5,120,other,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,
432203017,432203,1991,43,rural,6,120,other,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,,,,,
432203017,432203,1993,43,rural,7,210,other,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,,,,,
432203017,432203,1997,43,rural,7,50,house_tap,1,1,0,1,1,1,1,1,1,0,1,1,,0,0,1,1,0,1,,,
432203017,432203,2000,43,rural,4,,house_tap,1,0,0,1,1,0,1,1,0,0,0,1,,1,0,0,1,0,1,1,,
432203017,432203,2004,43,rural,2,,house_tap,1,0,0,0,0,0,1,0,0,0,0,1,,0,0,1,1,0,0,0,0,
432203017,432203,2006,43,rural,2,,house_tap,1,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,1,0,0,1,1,0
432203017,432203,2009,43,rural,,160,house_tap,1,0,0,0,0,,1,0,0,0,0,1,,0,0,1,1,0,0,0,1,0
432203017,432203,2011,43,rural,,240,house_tap,1,0,0,0,0,,1,0,0,0,0,1,,0,0,1,1,0,0,0,1,0
432203018,432203,1989,43,rural,5,200,other,0,0,1,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,
432203018,432203,1991,43,rural,5,50,other,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,
432203018,432203,2000,43,rural,5,,yard_tap,1,1,1,1,0,1,1,1,1,0,1,1,,0,0,0,1,0,1,1,,
432203018,432203,2004,43,rural,3,,house_tap,1,1,0,0,0,0,1,1,1,0,0,1,,0,0,1,1,0,1,1,1,
432203018,432203,2006,43,rural,4,600,house_tap,1,1,0,1,1,0,1,1,1,0,1,1,,0,1,1,1,0,0,1,1,0
432203018,432203,2009,43,rural,,500,house_tap,1,1,1,0,0,,1,1,1,1,0,1,,1,0,1,1,1,0,1,1,0
432203018,432203,2011,43,rural,,200,house_tap,1,1,1,0,0,,1,1,1,1,1,1,,1,0,1,1,1,1,1,1,0
432203019,432203,1989,43,rural,4,0,other,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,
432203019,432203,1991,43,rural,4,80,other,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
432203019,432203,1993,43,rural,4,,other,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,
432203019,432203,1997,43,rural,4,240,house_tap,1,0,0,0,0,1,0,0,0,0,0,1,,0,0,1,0,0,0,,,
432203019,432203,2000,43,rural,4,,yard_tap,1,1,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,,
432203019,432203,2004,43,rural,3,,house_tap,1,1,0,1,0,1,1,0,0,1,1,1,,0,0,0,1,0,1,1,1,
432203019,432203,2006,43,rural,3,240,house_tap,1,1,0,0,0,0,1,1,0,1,0,1,,0,0,0,1,0,1,1,1,0
432203019,432203,2009,43,rural,,,house_tap,1,1,0,0,0,,1,1,0,1,0,1,,0,0,0,1,0,1,1,1,0
432203019,432203,2011,43,rural,,240,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,0,1,1,0,1,1,0,0
432203020,432203,1989,43,rural,3,120,other,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
432203020,432203,1991,43,rural,3,80,other,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
432203020,432203,1993,43,rural,2,,other,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
432203020,432203,1997,43,rural,3,70,house_tap,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,
432203020,432203,2000,43,rural,2,,house_tap,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,
432203020,432203,2004,43,rural,2,,house_tap,1,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,0,
432203020,432203,2006,43,rural,3,,house_tap,1,0,0,0,0,0,1,1,0,0,0,1,,0,0,0,1,0,0,1,0,0
432203020,432203,2009,43,rural,,80,house_tap,1,1,0,0,0,,1,0,0,0,0,1,,0,0,0,0,0,0,0,0,0
432203020,432203,2011,43,rural,,100,house_tap,1,0,0,0,0,,1,1,0,0,0,1,,0,0,1,0,0,0,0,1,0
432203031,432203,1993,43,rural,2,120,other,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,,,,,
432203031,432203,1997,43,rural,3,200,house_tap,1,1,0,0,0,1,0,1,1,0,1,1,,0,0,1,0,0,0,,,
432203031,432203,2000,43,rural,3,,house_tap,1,1,1,0,0,1,0,1,1,0,1,1,,0,0,1,0,0,0,0,,
432203031,432203,2004,43,rural,2,,house_tap,1,1,0,0,0,0,1,1,1,0,1,1,,0,0,1,1,0,0,1,1,
432203031,432203,2006,43,rural,3,,house_tap,1,1,1,0,0,0,1,1,1,0,1,1,,0,0,1,1,0,0,1,1,0
432203031,432203,2009,43,rural,,80,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,0,1,0,0,0,0,1,0
432203031,432203,2011,43,rural,,280,house_tap,1,0,0,1,0,,1,1,1,1,1,1,,0,1,1,1,0,0,1,1,0
432203081,432203,2004,43,rural,3,400,house_tap,1,1,0,0,0,0,1,1,1,1,0,1,,1,0,1,1,0,1,1,1,
432203081,432203,2006,43,rural,3,,house_tap,1,1,0,0,1,0,1,1,1,1,0,1,,0,1,1,1,0,0,1,1,0
432203081,432203,2009,43,rural,,160,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,0,0,1,1,1,1,1,1,0
432203081,432203,2011,43,rural,,320,house_tap,1,1,0,0,0,,1,1,1,1,0,1,,1,1,0,1,1,0,1,1,0
432203121,432203,2009,43,rural,,,house_tap,1,1,0,0,0,,1,0,1,0,0,1,,0,0,1,1,0,0,1,1,0
432204001,432204,1989,43,rural,3,30,other,1,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,
432204001,432204,1991,43,rural,2,100,other,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,,,,
432204001,432204,1993,43,rural,2,112,house_tap,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,,,,
432204001,432204,1997,43,rural,1,20,house_tap,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,,,
432204001,432204,2000,43,rural,5,,yard_tap,1,1,0,0,0,0,1,0,1,0,0,1,,0,0,1,0,0,1,0,,
